source_file,window_id,label,mean_rr_ms,median_rr_ms,sdnn_ms,rmssd_ms,pnn50,heart_rate_bpm,n_peaks,duration_sec,peak_rate_per_sec,rr_valid_ratio,voltage_mean,voltage_std,voltage_min,voltage_max,voltage_skew,voltage_kurtosis,lf_power,hf_power,lf_hf_ratio,total_power
day_custom_segments_001.csv,0,0,711.8043537381329,707.03125,85.07810935505584,63.92700826782174,36.40680648990898,84.29282524741836,2529,1799.99609375,1.4050030490517558,1.0,0.2362516344163321,0.20714145254397276,-0.1926547545198523,1.0536389521831093,1.1625218967094868,2.504950469068548,5003.241285620117,4177.197203689773,1.1977507983584514,9182.16096913975
day_custom_segments_001.csv,1,0,712.4699995051465,703.125,95.2054225197623,69.28302142056701,36.07920792079208,84.21407222995163,2527,1799.99609375,1.403891935529374,1.0,0.2406319703485809,0.20592071134766285,-0.187057943565568,1.0548462235309748,1.1558485756864,2.493953071988146,5309.696358072205,4401.932969553354,1.2062192665807352,9712.397102248357
day_custom_segments_001.csv,2,0,688.6874282159265,679.6875,86.20483519524566,62.72545383169244,31.750287246265795,87.12225247879506,2613,1799.99609375,1.4516698169917903,1.0,0.22814492155123797,0.2104474668011283,-0.20390495815994814,1.0611785172013957,1.1761872034323233,2.535931695132596,4683.645820835315,3771.4106981490395,1.2418816712626892,8456.790405744869
day_custom_segments_001.csv,3,0,687.3880944423224,679.6875,82.48015529016368,62.489783880967245,31.677493312953764,87.2869351173124,2619,1799.99609375,1.4550031575589357,1.0,0.2308239076812466,0.20906846907637183,-0.19939075154349467,1.0581218214544241,1.1808520810252128,2.550214275996719,4632.446901318708,3743.3185186745804,1.2375241054717798,8376.87113234036
day_custom_segments_001.csv,4,0,762.4321371822034,761.71875,88.71895614114396,81.62078396896663,44.46799491309877,78.69552852500158,2361,1799.99609375,1.3116695131716867,1.0,0.24151163633069203,0.20422727069990873,-0.1852787368951841,1.053725160741824,1.1543443817711443,2.5165401387352087,6135.009650391927,5511.043812818162,1.1132209902092376,11647.587577011442
day_custom_segments_001.csv,5,0,693.1080869607088,687.5,82.87118077767099,60.10989044225592,33.02504816955684,86.56658482099245,2597,1799.99609375,1.4427809088127361,1.0,0.2352537243929037,0.2082771518293539,-0.1936384613287546,1.0618534731235931,1.176212551092139,2.5522959944498367,4805.738337016595,3826.2891653020442,1.2559788686637943,8634.017030877203
day_custom_segments_001.csv,6,0,716.1593103105096,710.9375,88.35922964069698,66.82327452701114,37.15651135005974,83.78024154148807,2513,1799.99609375,1.3961141408727016,1.0,0.23885843777949503,0.20582134187582285,-0.18680882771925883,1.057921930565123,1.173744163924584,2.55785334998706,5130.423612414911,4287.850851262696,1.1965023482344523,9419.049629439989
day_custom_segments_001.csv,7,0,754.1387259010897,750.0,89.19849315569628,71.65798784716267,42.683438155136265,79.56095866620353,2387,1799.99609375,1.3261139889626496,1.0,0.24249331918651942,0.20443010588833746,-0.18505161254795555,1.0539800110563804,1.150646993235528,2.498898060649775,5671.6997472619005,4990.852389106242,1.1364190533147753,10663.652400465844
day_custom_segments_001.csv,8,0,734.4499362244898,730.46875,88.91546500508144,66.20205256131666,40.13883217639853,81.69379155839505,2451,1799.99609375,1.3616696216788664,1.0,0.2336293168641959,0.20596974895310396,-0.19412503196954034,1.0530464574052587,1.1651704955441071,2.5325761761853705,5225.381867905102,4497.104528042521,1.1619436095650597,9723.738947465052
day_custom_segments_001.csv,9,0,684.5034246575342,679.6875,79.33250462760755,60.930507063157975,31.252379139703084,87.65478424015011,2629,1799.99609375,1.4605587251708445,1.0,0.2282245851632742,0.2097966120206386,-0.20235743910156795,1.0584546978421736,1.1796844162004685,2.544473315561325,4559.696858356564,3608.3904493530345,1.2636373259368574,8169.477033639978
