source_file,window_id,label,mean_rr_ms,median_rr_ms,sdnn_ms,rmssd_ms,pnn50,heart_rate_bpm,n_peaks,duration_sec,peak_rate_per_sec,rr_valid_ratio,voltage_mean,voltage_std,voltage_min,voltage_max,voltage_skew,voltage_kurtosis,lf_power,hf_power,lf_hf_ratio,total_power
day_custom_segments_001.csv,0,0,719.3495203836931,714.84375,76.48955301966812,62.85609989463308,38.46153846153847,83.40868840504218,418,299.99609375,1.3933514759306762,1.0,0.25072627648761303,0.2040368532526216,-0.17461674250526574,1.054558585385928,1.157854687302853,2.5012153436002977,5535.163446238629,4505.244668054138,1.2286044053250773,10041.570348173535
day_custom_segments_001.csv,1,0,757.0213607594936,753.90625,79.29109650407644,68.20780081955138,43.14720812182741,79.25800130633573,396,299.99609375,1.3200171877237985,1.0,0.24642847129108508,0.20195310712995657,-0.17448035120930316,1.047149089493588,1.1519364204726843,2.481108869184241,5969.6630897642135,4738.534907248265,1.259811989700184,10716.949980820564
day_custom_segments_001.csv,2,0,732.4027267156863,726.5625,88.93172212288012,73.70755552947007,40.04914004914005,81.92214175534001,409,299.99609375,1.36335108530059,1.0,0.2433201186227896,0.20364656149639698,-0.17707218289941334,1.0544243738421077,1.1907428522364891,2.598101459343585,5359.172003435917,4597.453845197689,1.1656826112640342,9969.88164035054
day_custom_segments_001.csv,3,0,719.1819411057693,714.84375,79.47786509578546,69.11101135173932,33.97590361445783,83.42812377594986,417,299.99609375,1.3900180991939999,1.0,0.2301331182710525,0.2072797779741177,-0.19402152440818396,1.0586681984280866,1.2165368038933047,2.667628905405209,5323.5394630961,3782.599673032239,1.4073758587380727,9115.336025826135
day_custom_segments_001.csv,4,0,712.3292755344418,710.9375,80.10025187445964,75.25562139732368,39.285714285714285,84.23070911269734,422,299.99609375,1.4066849828773813,1.0,0.22791141137254628,0.20947063186583334,-0.2060906804253783,1.0488841175084527,1.1368118832716911,2.4234167558478124,4799.62128354442,5153.66183550557,0.931303107720024,9973.393739062038
day_custom_segments_001.csv,5,0,644.3628771551724,640.625,68.96926137861146,59.132356221944484,24.838012958963283,93.11523386464593,465,299.99609375,1.5500201825544604,1.0,0.21902122691365145,0.21433890772506456,-0.2131369708098319,1.0586275739713413,1.1861740871968183,2.505733037067678,3690.221810012771,3334.8309900052604,1.1065693647062307,7045.302818357075
day_custom_segments_001.csv,6,0,728.1592153284671,722.65625,88.53040947342433,79.6693771238092,39.268292682926834,82.39956143785732,412,299.99609375,1.3733512155106187,1.0,0.2514819543706696,0.2037912914587512,-0.17726109073372326,1.0584839877423706,1.151407233172981,2.5042268128055962,6572.265944227277,5108.7246118767025,1.2864788070486617,11692.215982503963
day_custom_segments_001.csv,7,0,748.818359375,746.09375,111.47379012649473,79.64481524859069,44.11027568922306,80.126240561301,401,299.99609375,1.3366840714071797,1.0,0.2480071999343772,0.2027037114783655,-0.1745111459140505,1.0522904273961105,1.150155561158911,2.4853208294827693,6383.714247685816,5270.771564236481,1.2111536555674187,11702.200446219005
day_custom_segments_001.csv,8,0,647.7864583333334,644.53125,56.100695026809376,39.77330844105387,21.69197396963124,92.62311557788944,463,299.99609375,1.5433534290811077,1.0,0.22965237584112225,0.21046363604661528,-0.1944277553827073,1.0648347462381074,1.2177448657693841,2.618812514781296,3500.0328698551566,2179.266256749874,1.6060602319769106,5680.927040591616
day_custom_segments_001.csv,9,0,729.1063262195122,722.65625,103.98612310503933,71.81890907908836,34.71882640586797,82.29252420714258,411,299.99609375,1.3700178387739423,1.0,0.24456649044545695,0.20273570593454107,-0.17969544664039874,1.0501888492055782,1.1779213320146522,2.594789790829796,5672.889600689168,3917.33508989439,1.4481502017337269,9606.405860599598
