source_file,window_id,label,mean_rr_ms,median_rr_ms,sdnn_ms,rmssd_ms,pnn50,heart_rate_bpm,n_peaks,duration_sec,peak_rate_per_sec,rr_valid_ratio,voltage_mean,voltage_std,voltage_min,voltage_max,voltage_skew,voltage_kurtosis,lf_power,hf_power,lf_hf_ratio,total_power
day_custom_segments_001.csv,0,0,707.4032738095239,695.3125,100.0927361086654,80.41147248142579,53.65853658536586,84.81724953983696,43,29.99609375,1.4335199895819768,1.0,0.2556713224896736,0.2040522970579664,-0.17785659317364688,1.0635241489735687,1.11807781114479,2.5259243441772625,9841.940776461914,6935.135069781634,1.4191419024188963,17276.48175288862
day_custom_segments_001.csv,1,0,718.1783536585366,726.5625,70.00562904400473,62.178739764576584,47.5,83.54470681878482,42,29.99609375,1.4001823154056519,1.0,0.24525966630683924,0.20728840490738565,-0.1962316585563448,1.068539493751837,1.161082881787787,2.5058698336034064,2539.132963697474,4328.924152602348,0.5865505779700634,7555.802655387879
day_custom_segments_001.csv,2,0,719.3359375,708.984375,66.88207402901226,38.94212220990965,25.64102564102564,83.41026337225088,41,29.99609375,1.3668446412293267,1.0,0.25057159147598157,0.20355303738634262,-0.16082166352218658,1.0665657871833156,1.245744806671861,2.7707762838796492,6125.162582961693,1411.5614987874453,4.33928141864404,7557.206689970498
day_custom_segments_001.csv,3,0,709.7284226190476,710.9375,50.60496558941984,30.606221298989915,9.75609756097561,84.53937884942997,43,29.99609375,1.4335199895819768,1.0,0.25257486717581107,0.19681884382396025,-0.13358375151473303,1.0411779368217782,1.29245616907168,2.8159966635642295,2487.4191711851054,958.3470513515923,2.5955306771977917,3563.8633304337463
day_custom_segments_001.csv,4,0,714.84375,703.125,52.646197349405625,23.603843464191403,0.0,83.93442622950819,41,29.99609375,1.3668446412293267,1.0,0.252614019986684,0.19544385021317864,-0.13760783358783193,1.0610928510844853,1.396489399641183,3.2876170143195687,4743.05465744159,165.0923233101379,28.72971051798343,4981.342458034149
day_custom_segments_001.csv,5,0,724.561737804878,730.46875,42.2446259571096,35.74272113672674,15.0,82.80867850098619,42,29.99609375,1.4001823154056519,1.0,0.24840778417821338,0.1998192755338373,-0.13802875714139348,1.0358957120099186,1.2837468263139145,2.7492639454098304,995.0949833243817,1589.8698094413598,0.6258971504553779,2718.024768282304
day_custom_segments_001.csv,6,0,709.4131097560976,718.75,80.55251086981337,76.09671772960218,65.0,84.57695406929895,42,29.99609375,1.4001823154056519,1.0,0.25326113755380014,0.210575282443387,-0.20119931880567485,1.0461826648320904,0.9642746934008094,1.970380771216841,2241.64833199472,8102.007735520586,0.27667812783823337,10469.445837036186
day_custom_segments_001.csv,7,0,712.0807926829268,703.125,95.6163665362281,85.75531113972986,65.0,84.26010168584426,42,29.99609375,1.4001823154056519,1.0,0.24587279699343495,0.2213847881654608,-0.2439174041240932,1.0515376939179928,0.8664103944395263,1.529330724554705,6091.98467369035,9042.043705735565,0.6737397951113719,15203.767857961231
day_custom_segments_001.csv,8,0,722.4657012195122,718.75,76.31672535294973,72.85706036560347,50.0,83.04892522748253,42,29.99609375,1.4001823154056519,1.0,0.25427051569901765,0.1995734359635156,-0.15972680328288566,1.0442021867362221,1.1884953719875329,2.6247090761315235,2307.160992232353,6375.279260006513,0.36189175377864086,8871.459618306862
day_custom_segments_001.csv,9,0,749.2988782051282,742.1875,103.09630576544987,76.62520089642678,47.368421052631575,80.07485630263334,40,29.99609375,1.3335069670530018,1.0,0.24839874159644504,0.20109858459003177,-0.1828246452423934,1.0523347209003593,1.1740944141117295,2.6414055954592977,12146.185640761825,4274.6621196494825,2.841437592208527,16460.02173046645
