source_file,window_id,window_start,window_end,label,mean_rr_ms,median_rr_ms,sdnn_ms,rmssd_ms,pnn50,heart_rate_bpm,n_peaks,duration_sec,peak_rate_per_sec,rr_valid_ratio,voltage_mean,voltage_std,voltage_min,voltage_max,voltage_skew,voltage_kurtosis,lf_power,hf_power,lf_hf_ratio,total_power
balanced_interleaved.csv,0,0.0,256.0,1,783.514666411043,779.296875,71.0423612285095,60.319925932839716,36.0,76.57801770940065,327,255.99609375,1.2773632410162508,1.0,0.22479772972957784,0.20498759101119984,-0.1953224572847209,1.0590983645197347,1.2457063248444191,2.800622757560461,5453.81626329052,3258.642768130019,1.673646561270724,8712.735933596427
balanced_interleaved.csv,1,256.0,512.0,2,718.7058615819209,714.84375,73.16613063002305,52.15028488633689,30.31161473087819,83.48338758214089,355,255.99609375,1.3867399099717708,1.0,0.20863717795648162,0.20762211849016518,-0.21760960423437223,1.0445499187137213,1.2480671695272156,2.7904651001491825,6334.151762460139,2591.296128779837,2.4443951781932,8929.372020944582
balanced_interleaved.csv,2,512.0,768.0,2,624.0544773838631,617.1875,71.44667450553214,55.625248496842495,15.931372549019606,96.14545231937069,410,255.99609375,1.6015869382772565,1.0,0.18886488388813188,0.2182343458154598,-0.24609125273656016,1.0577081893844493,1.2676141195937558,2.7616707414256867,4298.092654343072,2062.7782114276392,2.0836426478290084,6383.91593864556
balanced_interleaved.csv,3,768.0,1024.0,2,607.2038301662708,605.46875,57.09833352881773,49.28248424489389,12.142857142857142,98.81360594113872,422,255.99609375,1.6484626535439078,1.0,0.17467315277082243,0.2229466173599432,-0.264021855061699,1.0603084160681906,1.275717657386383,2.774336651594961,3521.590154456022,1787.9930069850957,1.9695771407932454,5332.978656756743
balanced_interleaved.csv,4,1024.0,1280.0,3,647.6939244923858,621.09375,91.52588049900687,62.24384181402911,20.10178117048346,92.63634832922591,395,255.99609375,1.5429922941939422,1.0,0.18480293763403305,0.21983641820458405,-0.25766330786986247,1.0549146743483695,1.2190228225588817,2.651552545847016,5242.964185609371,2833.4997100412684,1.850349293147805,8080.365909103653
balanced_interleaved.csv,5,1280.0,1536.0,0,742.3464752906976,736.328125,85.21685649852758,70.03102064439983,43.731778425655975,80.82479273105517,345,255.99609375,1.347676813916228,1.0,0.2191738691727719,0.20860368514876523,-0.21519927592016508,1.0496853435902382,1.17268890839657,2.56753926685131,6470.202583081082,5074.607269471113,1.2750154326238967,11549.722555690529
balanced_interleaved.csv,6,1536.0,1792.0,2,701.2577266483516,699.21875,69.79551247345813,63.79472588572707,26.446280991735538,85.5605545863557,365,255.99609375,1.4258030060273137,1.0,0.204867896828975,0.2115448022314004,-0.22118054541738771,1.0455190859389671,1.2474510497639166,2.732997327140664,5396.598865099154,2760.136688665864,1.9551926131990394,8184.935311823231
balanced_interleaved.csv,7,1792.0,2048.0,1,684.8295073726541,683.59375,61.71828153575672,46.034855217870245,28.763440860215056,87.61304726805622,374,255.99609375,1.4609597924773021,1.0,0.21590975573982846,0.2119772428933787,-0.2135717892820651,1.0631181545084287,1.2307123681071055,2.6920427551914106,4318.295630919226,2449.5388162625745,1.762901490782636,6773.241451647412
balanced_interleaved.csv,8,2048.0,2304.0,1,694.1767153532609,691.40625,72.58541994046912,70.47698979721106,29.155313351498634,86.43332262947841,369,255.99609375,1.4414282444495308,1.0,0.22217203070731603,0.20718235848880376,-0.19598483654508778,1.0566518871099044,1.2705241477945368,2.8332918443419484,5502.425019851066,2913.963418771035,1.888295846271027,8434.795182307515
balanced_interleaved.csv,9,2304.0,2560.0,0,659.8635335917313,656.25,72.82587638798638,63.36214435076236,30.05181347150259,90.92789182243705,388,255.99609375,1.5156481269550621,1.0,0.22892412381236743,0.20992265572951718,-0.197255844224486,1.0674303215770051,1.2217288216639153,2.6749751073040464,5129.996882891985,3283.23013128645,1.5624847110190005,8457.73563856096
balanced_interleaved.csv,10,2560.0,2816.0,0,708.4852430555555,695.3125,99.46726103227726,79.80677015958726,40.66852367688023,84.68772015805435,361,255.99609375,1.4101777676050966,1.0,0.2287482382126022,0.20894603375209916,-0.20757174490741057,1.0582771427667492,1.1669714804176057,2.5495119685858096,6252.268484318634,4890.275998592818,1.2785103511780789,11161.879164453216
balanced_interleaved.csv,11,2816.0,3072.0,0,726.1186079545455,722.65625,95.98246301045377,81.19684203016332,44.15954415954416,82.6311284998166,353,255.99609375,1.3789272907606622,1.0,0.22029528898056178,0.20967367272465245,-0.2127850929486023,1.0517414071443796,1.1745601072346419,2.558137300496755,5861.071619766941,5174.410575577062,1.1327032391729566,11062.91947148665
balanced_interleaved.csv,12,3072.0,3328.0,3,664.4490559895834,667.96875,67.68479799794034,65.82475591329757,16.449086161879894,90.30037661900242,385,255.99609375,1.5039291981383993,1.0,0.19431257495494395,0.21450216310646603,-0.2299261817591543,1.0535364629568214,1.2915599458539584,2.8717250852211746,4900.034469301305,2240.394784989927,2.1871299210881427,7149.230765782315
balanced_interleaved.csv,13,3328.0,3584.0,3,627.4378071253071,628.90625,52.74648363676071,47.86555061896608,7.635467980295567,95.62700767889375,408,255.99609375,1.593774319066148,1.0,0.1821673683530341,0.21988317575905936,-0.24266091077160898,1.0623442012311446,1.2999292814276786,2.8464375102882435,3137.4680187540944,1375.3464956345015,2.28122006251716,4524.807316321752
balanced_interleaved.csv,14,3584.0,3840.0,1,658.9783344072165,656.25,57.35141265679035,44.09145573728115,19.638242894056848,91.05003437476128,389,255.99609375,1.5195544365606164,1.0,0.20876494616599134,0.21431607382283133,-0.22005469452172527,1.0627787166499154,1.254082407665759,2.7340516072290475,3265.5047015165233,2004.7216898213226,1.6289067545368714,5277.621905118249
balanced_interleaved.csv,15,3840.0,4096.0,2,715.3704353932584,710.9375,70.12075530551733,51.298322262696175,27.887323943661972,83.87263022271306,357,255.99609375,1.3945525291828793,1.0,0.22162260404660078,0.20427232099011208,-0.19030264411823572,1.052242489688828,1.2850830729478522,2.8865427062948097,6014.077212569365,2421.6112867859865,2.48350230500923,8447.902565355856
balanced_interleaved.csv,16,4096.0,4352.0,2,715.9269957983194,710.9375,79.91002644043272,72.82396100409788,33.42696629213483,83.80742778541953,358,255.99609375,1.3984588387884336,1.0,0.20725155770765588,0.20949846909956366,-0.22569740000163363,1.0449681945889702,1.228636238459571,2.715402378140295,7157.441214813062,3421.6397443505857,2.09181613190886,10598.550919108027
