Time,Voltage,Peak
0.0,0.9496044065831468,3
0.00390625,0.9828128009364749,0
0.0078125,0.9521094273069755,0
0.01171875,0.6676522425733183,0
0.015625,0.6312898247665573,0
0.01953125,0.3341194391709035,0
0.0234375,0.1392698675853194,0
0.02734375,0.18680251512971724,0
0.03125,0.06301977616158014,0
0.03515625,-0.09567643724561847,0
0.0390625,-0.08246552317447245,4
0.04296875,-0.14916921854013176,0
0.046875,-0.10353717374017703,0
0.05078125,-0.008766288684215529,0
0.0546875,0.08828220955547639,0
0.05859375,0.10520921083032023,0
0.0625,0.05915135324573832,0
0.06640625,0.06944575043476382,0
0.0703125,0.08600019011990558,0
0.07421875,0.21775324297874532,0
0.078125,0.04438860492718044,0
0.08203125,0.19189509636732596,0
0.0859375,0.04528254749275362,0
0.08984375,0.06156659827286329,0
0.09375,0.1067063991548527,0
0.09765625,0.2458875981288953,0
0.1015625,0.24624786952440703,0
0.10546875,0.07485506874733275,0
0.109375,0.17627899381052667,0
0.11328125,0.23765492797576376,0
0.1171875,0.1763448507129065,0
0.12109375,0.27264942535616754,0
0.125,0.2945056775937601,0
0.12890625,0.2219897670200046,0
0.1328125,0.12860901632020466,0
0.13671875,0.14738185751373123,0
0.140625,0.318701639288407,0
0.14453125,0.3462480204633791,0
0.1484375,0.3681726362670511,0
0.15234375,0.2858130385764127,0
0.15625,0.24872418306138722,0
0.16015625,0.3842162368942034,0
0.1640625,0.23429563005794868,0
0.16796875,0.3984131166268996,0
0.171875,0.2659194158980134,0
0.17578125,0.4351505940593261,0
0.1796875,0.3612505561827865,0
0.18359375,0.44643179181557896,0
0.1875,0.41981811915196204,0
0.19140625,0.4428839581743498,0
0.1953125,0.46294008619905413,0
0.19921875,0.40267892725915294,0
0.203125,0.40961824601016783,0
0.20703125,0.5309574475728386,0
0.2109375,0.45209183302330846,0
0.21484375,0.47156968185919185,0
0.21875,0.45173337371681455,0
0.22265625,0.5574152134032414,0
0.2265625,0.4690714873471041,5
0.23046875,0.4405263747284412,0
0.234375,0.5249011427974665,0
0.23828125,0.43720853500078866,0
0.2421875,0.4973566127592105,0
0.24609375,0.372994880645762,0
0.25,0.4924404157170646,0
0.25390625,0.4801482010220718,0
0.2578125,0.46631877953128115,0
0.26171875,0.33591409234764735,0
0.265625,0.34970210491190123,0
0.26953125,0.434513024285271,0
0.2734375,0.2898097267796718,0
0.27734375,0.38945138119507827,0
0.28125,0.2706718522017555,0
0.28515625,0.3538694195001029,0
0.2890625,0.22114605720877695,0
0.29296875,0.321179208831784,0
0.296875,0.3501446892585554,0
0.30078125,0.23941960978999996,0
0.3046875,0.24551442037045298,0
0.30859375,0.18747845947993835,0
0.3125,0.2043191696476708,0
0.31640625,0.29077225624283487,0
0.3203125,0.22852807821839022,0
0.32421875,0.16770550752772592,0
0.328125,0.20605057023482412,0
0.33203125,0.24011879288701582,0
0.3359375,0.1593979089772657,0
0.33984375,0.09528997339931827,0
0.34375,0.1634714443921945,0
0.34765625,0.16574957533734952,0
0.3515625,0.17618594839891233,0
0.35546875,0.21470723462259916,0
0.359375,0.09087503258514189,0
0.36328125,0.13362617968320584,0
0.3671875,0.1739162391860936,0
0.37109375,0.09291831184528426,0
0.375,0.18622503239235902,0
0.37890625,0.19484625073524978,0
0.3828125,0.16100070623364574,0
0.38671875,0.06092708134083433,0
0.390625,0.02226252819764668,0
0.39453125,0.04174036248569701,0
0.3984375,0.021079783009727293,0
0.40234375,0.07745444365299017,0
0.40625,0.13913570246373036,0
0.41015625,0.058147251291438204,0
0.4140625,0.16214449466387787,0
0.41796875,0.04232953193793883,0
0.421875,0.13784151382104726,0
0.42578125,0.17772678220355648,0
0.4296875,0.17444171126305735,0
0.43359375,0.06160527275498988,0
0.4375,0.14825052540674308,0
0.44140625,0.0363273243304922,0
0.4453125,0.1678687884802593,0
0.44921875,0.11234727733529491,0
0.453125,0.13199342915773218,0
0.45703125,0.18942096751544885,0
0.4609375,0.0708124569610972,0
0.46484375,0.19761858939330512,0
0.46875,0.07973198680736131,0
0.47265625,0.13665713399039006,0
0.4765625,0.08423815237495422,0
0.48046875,0.0851226491977875,0
0.484375,0.10284248554799898,0
0.48828125,0.12919960472849773,0
0.4921875,0.1584237177730723,0
0.49609375,0.029972964315198844,0
0.5,0.09588359382313724,0
0.50390625,0.026152831169247492,0
0.5078125,0.05386470299528125,0
0.51171875,0.09830279361216132,0
0.515625,0.11501497930406955,0
0.51953125,0.04589026677460421,0
0.5234375,0.03769767429807819,0
0.52734375,0.21688539230944787,0
0.53125,0.1288844980050248,0
0.53515625,0.0913554836425648,0
0.5390625,0.05535465111663901,0
0.54296875,0.2289163934611638,0
0.546875,0.18837126717107838,0
0.55078125,0.21828304491022676,0
0.5546875,0.0728515065339365,0
0.55859375,0.17141045270244656,0
0.5625,0.19379861302349566,0
0.56640625,0.05499650119693003,0
0.5703125,0.10879794619178626,0
0.57421875,0.16427951617899653,0
0.578125,0.21082028317940482,0
0.58203125,0.2293685549370408,0
0.5859375,0.13085707268454289,0
0.58984375,0.16034204637991106,0
0.59375,0.08896547774539659,0
0.59765625,0.20011144045079404,0
0.6015625,0.19330348966003666,0
0.60546875,0.22320526471909785,0
0.609375,0.12323599921308218,0
0.61328125,0.23359304943012607,0
0.6171875,0.238383575432959,0
0.62109375,0.15707514252178023,0
0.625,0.09251693587162946,0
0.62890625,0.19936253004011864,0
0.6328125,0.18630409533371411,0
0.63671875,0.1107378382863726,0
0.640625,0.054797586052825156,0
0.64453125,0.15938875314306652,0
0.6484375,0.09163241296437934,0
0.65234375,0.2196906268216528,0
0.65625,0.22350646083265338,0
0.66015625,0.12306684048094449,0
0.6640625,0.2356189879657356,0
0.66796875,0.12641411561710342,0
0.671875,0.13092163876487387,0
0.67578125,0.13055680406322595,0
0.6796875,0.18117276351158035,0
0.68359375,0.07813135169461698,0
0.6875,0.10822940891787937,0
0.69140625,0.1600439176169462,0
0.6953125,0.2112812976709046,0
0.69921875,0.1653199092593955,0
0.703125,0.26472836186668613,0
0.70703125,0.28648864133788415,0
0.7109375,0.2486547812273932,0
0.71484375,0.21875761133534052,0
0.71875,0.2529067226911909,0
0.72265625,0.3672938927580738,0
0.7265625,0.2767215121748519,0
0.73046875,0.404201394010072,0
0.734375,0.35290025909896383,0
0.73828125,0.29264924281318616,0
0.7421875,0.4318376200096572,0
0.74609375,0.4471100500955175,0
0.75,0.3382616775488315,0
0.75390625,0.32940464901696165,0
0.7578125,0.4071307309980773,1
0.76171875,0.334569754538362,0
0.765625,0.4182462400106782,0
0.76953125,0.34443889446444914,0
0.7734375,0.3828537057441686,0
0.77734375,0.2737031194668291,0
0.78125,0.2528385359360466,0
0.78515625,0.26765527536773354,0
0.7890625,0.36141977023343774,0
0.79296875,0.23969984647627157,0
0.796875,0.23488816436031568,0
0.80078125,0.30007404549994315,0
0.8046875,0.2905765210871199,0
0.80859375,0.3128324534968804,0
0.8125,0.22128559792698693,0
0.81640625,0.21329847125611034,0
0.8203125,0.19943866691415701,0
0.82421875,0.24290345929846038,0
0.828125,0.26942875701621427,0
0.83203125,0.2601391892253453,0
0.8359375,0.2535117098814331,0
0.83984375,0.23413262342019403,0
0.84375,0.15789490431334968,0
0.84765625,0.12755238834463867,0
0.8515625,0.05671157182221018,0
0.85546875,0.1361602382385832,0
0.859375,0.03631365671107364,0
0.86328125,0.01123871112701913,0
0.8671875,-0.05458454154943837,0
0.87109375,0.08013270027851593,2
0.875,-0.01555294203560656,0
0.87890625,0.17752793842685446,0
0.8828125,0.162842348932866,0
0.88671875,0.3046974192735601,0
0.890625,0.3485528027287612,0
0.89453125,0.45104217860344775,0
0.8984375,0.6410631232769122,0
0.90234375,0.807196171244001,0
0.90625,0.9306182208797724,0
0.91015625,0.9767657484578188,3
