Time,Voltage,Peak
0.0,0.9991726451163706,3
0.00390625,1.0515526098695553,0
0.0078125,0.7758370569609137,0
0.01171875,0.7085753604318334,0
0.015625,0.4479460466516777,0
0.01953125,0.22640999516828078,0
0.0234375,0.017127399760221262,0
0.02734375,-0.14930897611156957,0
0.03125,-0.2639790338291426,0
0.03515625,-0.22489808390683103,0
0.0390625,-0.29723689971040596,4
0.04296875,-0.19691791378024648,0
0.046875,-0.23814681162881907,0
0.05078125,-0.12033362542816523,0
0.0546875,-0.217541488712011,0
0.05859375,-0.1500468358018376,0
0.0625,-0.04375821888927474,0
0.06640625,-0.02714177983943131,0
0.0703125,-0.013841951307640165,0
0.07421875,-0.08456584597387805,0
0.078125,0.022339118022409878,0
0.08203125,0.06567186839760054,0
0.0859375,0.014368305127005654,0
0.08984375,0.05094319924598264,0
0.09375,0.14085734041153655,0
0.09765625,0.1000841260062305,0
0.1015625,0.12119806685257906,0
0.10546875,0.0821907852971733,0
0.109375,0.18751006939320497,0
0.11328125,0.15941820777418067,0
0.1171875,0.1816793818612987,0
0.12109375,0.19766877864737228,0
0.125,0.1301689381300567,0
0.12890625,0.2721333703104202,0
0.1328125,0.275313253043273,0
0.13671875,0.17559547444248902,0
0.140625,0.3676590769255275,0
0.14453125,0.37041271467486736,0
0.1484375,0.34642517703239184,0
0.15234375,0.24368369081641583,0
0.15625,0.289589731654737,0
0.16015625,0.26150366549369364,0
0.1640625,0.28236287060560294,0
0.16796875,0.4093898293218982,0
0.171875,0.27887966392677654,0
0.17578125,0.37268679315746583,0
0.1796875,0.4510947488280406,5
0.18359375,0.3516910896314255,0
0.1875,0.45995289770087605,0
0.19140625,0.2702539221494765,0
0.1953125,0.3716182864124967,0
0.19921875,0.4115790668777754,0
0.203125,0.33912177249850717,0
0.20703125,0.41606381241055923,0
0.2109375,0.3453497097783188,0
0.21484375,0.3123914220139188,0
0.21875,0.1912553050418367,0
0.22265625,0.3346841387504724,0
0.2265625,0.2779457656072831,0
0.23046875,0.22979403209620672,0
0.234375,0.22927712503148656,0
0.23828125,0.19327187394862064,0
0.2421875,0.14510449707477663,0
0.24609375,0.17186264922381805,0
0.25,0.20310524418311995,0
0.25390625,0.2005001216405634,0
0.2578125,0.03154303701012857,0
0.26171875,0.1267473026473674,0
0.265625,0.11037266175959151,0
0.26953125,0.07889435122974531,0
0.2734375,-0.029138011771098128,0
0.27734375,-0.01966855003589052,0
0.28125,-0.021678653755957247,0
0.28515625,0.02951472908556052,0
0.2890625,-0.018359271835476754,0
0.29296875,0.06838338383211182,0
0.296875,-0.04776633429740246,0
0.30078125,-0.009863503418656858,0
0.3046875,-0.02037143080669491,0
0.30859375,-0.09073620954684228,0
0.3125,-0.02677177044297907,0
0.31640625,-0.0941885952890528,0
0.3203125,-0.03491034061031708,0
0.32421875,-0.12629187309924314,0
0.328125,-0.008913946949456686,0
0.33203125,-0.13910064665141592,0
0.3359375,0.035704373946738005,0
0.33984375,-0.10216095835830374,0
0.34375,-0.15645421703684687,0
0.34765625,-0.09947695118178879,0
0.3515625,0.004061531108364283,0
0.35546875,-0.07239944889765874,0
0.359375,-0.13309733485236713,0
0.36328125,-0.1619877945847398,0
0.3671875,-0.15975715093635262,0
0.37109375,-0.013624635077963528,0
0.375,-0.09906349279802457,0
0.37890625,-0.11814923796757332,0
0.3828125,-0.13475454489266175,0
0.38671875,-0.04610006808704468,0
0.390625,-0.09987747728810727,0
0.39453125,-0.0239129699971933,0
0.3984375,-0.09383460953663045,0
0.40234375,-0.0031331406095438247,0
0.40625,-0.13131241002011695,0
0.41015625,0.035036651182908926,0
0.4140625,-0.1341535123317178,0
0.41796875,-0.01024042610638621,0
0.421875,-0.00622132195669739,0
0.42578125,0.026320323319727668,0
0.4296875,-0.00934671835156814,0
0.43359375,0.015308261556444686,0
0.4375,-0.03734518558312766,0
0.44140625,-0.08660165486955593,0
0.4453125,0.010639868065446034,0
0.44921875,-0.06510204525450822,0
0.453125,-0.06854514367545558,0
0.45703125,-0.013901878633551142,0
0.4609375,-0.09818127703775265,0
