source_file,window_id,window_start,window_end,label,mean_rr_ms,median_rr_ms,sdnn_ms,rmssd_ms,pnn50,heart_rate_bpm,n_peaks,duration_sec,peak_rate_per_sec,rr_valid_ratio,voltage_mean,voltage_std,voltage_min,voltage_max,voltage_skew,voltage_kurtosis,lf_power,hf_power,lf_hf_ratio,total_power
balanced_interleaved.csv,0,0.0,256.0,3,603.2760908018868,605.46875,41.774920003000624,23.77672651664896,4.491725768321513,99.45695000152715,425,255.99609375,1.6601815823605708,1.0,0.18091938664948107,0.22346006024614073,-0.25076704734961586,1.0722312636893703,1.304152150515458,2.8442059223176486,2551.1920677388052,729.7419877550097,3.4960192924999896,3280.96079394986
balanced_interleaved.csv,1,256.0,512.0,2,741.0030976676385,742.1875,75.47724068214492,57.86777661554587,32.16374269005848,80.97132142747364,344,255.99609375,1.3437705043106738,1.0,0.2133342032320528,0.2057693720824835,-0.2055879286595274,1.0512485357392134,1.2824071664541525,2.9149922219390536,5928.295253109821,2248.304543714302,2.6367848028790646,8181.828572521275
balanced_interleaved.csv,2,512.0,768.0,3,732.5729763610315,734.375,72.29466053800691,50.905865693646504,29.597701149425287,81.90310308475043,350,255.99609375,1.3672083619439994,1.0,0.20710326015086422,0.2079592960185595,-0.21731241757006448,1.0539411434546737,1.2683320130019649,2.8623541478004446,7077.249096169384,2197.629751417576,3.220401021420565,9277.802237419854
balanced_interleaved.csv,3,768.0,1024.0,3,655.9085796915167,652.34375,76.66797034671733,37.7528941064141,19.072164948453608,91.47616277289568,391,255.99609375,1.527367055771725,0.9974358974358974,0.18914798740755095,0.21633483715977272,-0.23794819178868254,1.0557693138017512,1.2829826160363555,2.814802562933445,4193.218645966226,1663.4562047799484,2.520786921781887,5859.39417951701
balanced_interleaved.csv,4,1024.0,1280.0,3,629.832175925926,628.90625,58.68754239182039,52.71324235075113,13.118811881188119,95.26347222860292,406,255.99609375,1.5859616998550392,1.0,0.19303885280049032,0.21925944696948657,-0.2374151461370405,1.0670167922518814,1.2863910346108893,2.8098000536064207,3519.564090017994,1820.4630974165505,1.9333344878084409,5347.303440391071
balanced_interleaved.csv,5,1280.0,1536.0,1,647.961611675127,636.71875,77.87216370062671,44.215253803332736,22.391857506361323,92.59807821776117,395,255.99609375,1.5429922941939422,1.0,0.21351585513806476,0.214996157386942,-0.22086752376794533,1.0749280807134487,1.2585425673306272,2.801683025691723,4409.330529642266,2397.6130068706684,1.8390501373686088,6813.465699431578
balanced_interleaved.csv,6,1536.0,1792.0,0,675.3058862433862,669.921875,75.74510520724351,53.395945512379264,29.708222811671085,88.84862581869376,379,255.99609375,1.4804913405050737,1.0,0.23559674763671415,0.20959999252761732,-0.19303750969459813,1.063348722156326,1.1796757055817677,2.5545567496184605,4836.759348576431,3572.3118219976263,1.3539577700895464,8412.309466199249
balanced_interleaved.csv,7,1792.0,2048.0,0,803.9974369085173,796.875,91.3706236334659,96.56780691988843,50.31645569620253,74.62710357723078,318,255.99609375,1.2422064545662623,1.0,0.23399605545445365,0.20551682053570566,-0.19704402255520878,1.0584405866776874,1.1629350468153692,2.5752877013937345,6814.459356772211,6293.416252040443,1.082791775383177,13133.888823928683
balanced_interleaved.csv,8,2048.0,2304.0,2,679.0018284574468,667.96875,81.32368826295014,55.224299971042335,22.933333333333334,88.36500504911412,377,255.99609375,1.4726787212939652,1.0,0.21370822341427761,0.20958268494648782,-0.20445739400426355,1.0544123138954686,1.2567021250384474,2.766680399677031,5025.747501905832,2788.581593950084,1.802259439999658,7821.712484828438
balanced_interleaved.csv,9,2304.0,2560.0,3,611.2253289473684,609.375,66.523298672183,53.09043919189339,14.86810551558753,98.16347124117053,419,255.99609375,1.636743724727245,1.0,0.1877750299000535,0.220441013692857,-0.2470821568900406,1.064455197440002,1.2748067578696725,2.7658898281231634,4301.07726657199,1965.5217794643138,2.188262328868323,6301.69385343616
