Time,Voltage
0.0,1.002596566790226
0.004,0.8694031208512256
0.008,0.6994517984692523
0.012,0.49387718092096194
0.016,0.32659833122388227
0.02,0.17993462557111156
0.024,-0.08192442001597514
0.028,-0.13996845326275598
0.032,-0.20528362037935216
0.036,-0.1667835152551877
0.04,-0.16724972152634682
0.044,-0.13043272623844057
0.048,-0.0701567119335032
0.052,-0.06600142320833477
0.056,0.003959180627572237
0.06,0.046216817013599074
0.064,0.04190771851964813
0.068,0.015105469667621767
0.072,0.03305022081734658
0.076,0.09117540393044113
0.08,0.01582418787789606
0.084,0.09372961912079227
0.088,0.0686677090821174
0.092,0.04735016213896558
0.096,0.0795640302117623
0.1,0.13108196352638304
0.104,0.10929051117991714
0.108,0.0781453546660017
0.112,0.10994866755075361
0.116,0.14100458168385152
0.12,0.19898177606299972
0.124,0.15652793672193835
0.128,0.19125796903425235
0.132,0.20768322580486392
0.136,0.26737637065071274
0.14,0.25353375501005704
0.144,0.24099133788318672
0.148,0.28650204895211784
0.152,0.28945859406003294
0.156,0.29440103041203947
0.16,0.33755106160620973
0.164,0.3246134542762129
0.168,0.3596521835606301
0.172,0.4010271826385441
0.176,0.35331745516167934
0.18,0.40363981706732077
0.184,0.3327055451876678
0.188,0.3957668363859267
0.192,0.400080813663116
0.196,0.3659717827693692
0.2,0.33823785384844796
0.204,0.3562408305788779
0.208,0.3730159091485164
0.212,0.3879933601924472
0.216,0.354491063633482
0.22,0.360149274589213
0.224,0.2905967139604335
0.228,0.2773951455512566
0.232,0.31810463801210886
0.236,0.27891648620663173
0.24,0.24042344344591135
0.244,0.22993140690015407
0.248,0.19786600283082456
0.252,0.22053503409097686
0.256,0.1667903158387088
0.26,0.14087405014273116
0.264,0.14391550749601129
0.268,0.2004447941082163
0.272,0.08068671715144782
0.276,0.13071338459713644
0.28,0.08833540737848403
0.284,0.05025886749291119
0.288,0.1025837516070312
0.292,0.09265223105207729
0.296,0.0488908230754727
0.3,0.08257835419367549
0.304,0.021389430163232043
0.308,0.023935119252942463
0.312,-0.010546711403468776
0.316,0.057561552804033925
0.32,0.020114317026179718
0.324,0.011981778859986766
0.328,0.03578955578874638
0.332,0.05295292642288752
0.336,0.05091620081233683
0.34,0.08276064917900026
0.344,0.022319651187870663
0.348,0.014902874724938012
0.352,0.09569359581112509
0.356,0.04553030761862717
0.36,0.07631083211920141
0.364,0.0662881389540287
0.368,0.050005369877678195
0.372,0.011440530535043274
0.376,0.04661338177115489
0.38,0.049933178283239135
0.384,0.025979310872037344
0.388,0.022628171235017962
0.392,0.06312025607857492
0.396,0.063075949385724
0.4,0.05704436546885484
0.404,0.04267173938645281
0.408,0.04031796445349238
0.412,0.048036110636341056
0.416,0.08142222384164648
0.42,0.09138304633203674
0.424,0.05647736452572809
0.428,0.08423551200170962
0.432,0.13278175776976342
0.436,0.15556485693915534
0.44,0.1521476601129223
0.444,0.15774360057080292
0.448,0.10517843246084319
0.452,0.20649419153714085
0.456,0.2510710177690191
0.46,0.24881083291313238
0.464,0.20059696194773652
0.468,0.27621524377011125
0.472,0.3005873863417782
0.476,0.2300245648551403
0.48,0.2704732505226873
0.484,0.26980122764431774
0.488,0.2789673962164968
0.492,0.28353578441821886
0.496,0.24627809747715063
0.5,0.22856459994248163
0.504,0.2187513122074305
0.508,0.20423217772558666
0.512,0.30535344800323905
0.516,0.1879368386568245
0.52,0.13857467866389758
0.524,0.12895283268811153
0.528,0.12414628404196439
0.532,0.05682962717540439
0.536,0.09124318601696793
0.54,0.1298477324591591
0.544,0.09276545187457798
0.548,0.0695642278040782
0.552,0.037997498338329314
0.556,0.0621098037947229
0.56,0.006125412667676446
0.564,-0.05342774660799682
0.568,-0.05770891272700445
0.572,-0.030367182951366464
0.576,-0.09957194474220765
0.58,-0.13326801432601565
0.584,-0.10892218601432108
0.588,0.008293784145172215
0.592,0.09948463791338502
0.596,0.2845554088991935
0.6,0.4622707062789737
0.604,0.6380554170954978
0.608,0.831979976002882
0.612,0.9209841496888891
0.616,0.9569519812649112
0.62,0.8446139752461999
0.624,0.6689711300866358
0.628,0.4618862558714213
0.632,0.2916626802976312
0.636,0.12952294148691684
0.64,-0.05936344562503673
0.644,-0.11261763425951568
0.648,-0.14364133925245784
0.652,-0.10816816849057453
0.656,-0.04898029774137974
0.66,-0.0042673430035276155
0.664,-0.01503231648656395
0.668,-0.01955658280059868
0.672,0.060772212150852115
0.676,0.09706262751949479
0.68,0.1231502336903909
0.684,0.06781552792344686
0.688,0.14381171712330065
0.692,0.10954557102960062
0.696,0.13578494538772617
0.7,0.09078919793289889
0.704,0.1276107541062264
0.708,0.15057440613082052
0.712,0.13079427848878625
0.716,0.14389641979479678
0.72,0.15059654639865813
0.724,0.21872456615933844
0.728,0.19923439181350716
0.732,0.21821667020036833
0.736,0.2125703200047233
0.74,0.28209268920553326
0.744,0.25159942461309903
0.748,0.2536964005201935
0.752,0.3258138899714065
0.756,0.32507224467305756
0.76,0.3577837553127395
0.764,0.2416109058205479
0.768,0.3370004634800622
0.772,0.3328923109791531
0.776,0.39000538863582
0.78,0.39819152307612327
0.784,0.3788580251936357
0.788,0.4286970845205109
0.792,0.422619164652171
0.796,0.4262069320523034
0.8,0.43758329830025317
0.804,0.43885343514880765
0.808,0.41657891734757035
0.812,0.41046028131048407
0.816,0.4639090566158335
0.82,0.39140120781274185
0.824,0.34414279446709295
0.828,0.3515562640633448
0.832,0.3664012067557431
0.836,0.34912690371505606
0.84,0.3387181306627205
0.844,0.2939911011743135
0.848,0.21770882329132168
0.852,0.3258776887828151
0.856,0.31337464779232527
0.86,0.22389479828464645
0.864,0.20567163848143596
0.868,0.1776447176306687
0.872,0.1746601040312466
0.876,0.2271525046429564
0.88,0.14589151217969687
0.884,0.19537258386782014
0.888,0.14949354289799988
0.892,0.13354035248493168
0.896,0.17232835869261148
0.9,0.06546821070037363
0.904,0.06366639245283431
0.908,0.06452989422204752
0.912,0.1151810720391667
0.916,0.07449215890419565
0.92,0.08932487580886263
0.924,0.0378573740849153
0.928,0.08477439177941776
0.932,0.07842747586726866
0.936,0.07358053717710016
0.94,0.12637047756208608
0.944,0.06900934358728747
0.948,0.0845330956373502
0.952,0.09326758043678343
0.956,0.10015930915404181
0.96,0.09030502631509138
0.964,0.11328003363139884
0.968,0.048114402367229164
0.972,0.10062569691016815
0.976,0.03712869988335579
0.98,0.09563899464367451
0.984,0.09584097558771693
0.988,0.05764739110497682
0.992,0.06376644448116187
0.996,0.10453861712130276
1.0,0.05900191873870858
1.004,0.08733559557207227
1.008,0.07066237183560056
1.012,0.059814068013212505
1.016,0.12321643734192378
1.02,0.11020001676269636
1.024,0.13980825940873254
1.028,0.10758131735529139
1.032,0.14893482038996064
1.036,0.14712317231413594
1.04,0.15679253526068468
1.044,0.21080637789051124
1.048,0.19878220528312707
1.052,0.20029682714323294
1.056,0.26614031264472643
1.06,0.26518750010564024
1.064,0.28502531317713464
1.068,0.3266998712300624
1.072,0.2791979692801169
1.076,0.3228030294517406
1.08,0.30091474013203434
1.084,0.30315858073174784
1.088,0.3119180612142202
1.092,0.2601807492686748
1.096,0.29296617681300674
1.1,0.2714116008103075
1.104,0.21069858488287507
1.108,0.21108597748542715
1.112,0.20419887267444028
1.116,0.18607414938556205
1.12,0.23855081417856633
1.124,0.12090623970585326
1.128,0.1479057166925767
1.132,0.12663518475959573
1.136,0.14770937757904734
1.14,0.10796760529014807
1.144,0.14855053669498264
1.148,0.10697738910279671
1.152,0.09084090548161333
1.156,0.11270298216493463
1.16,0.035246270832557984
1.164,0.028237671155545263
1.168,0.013982090707526124
1.172,-0.01826760628152186
1.176,-0.03420634831495131
1.18,-0.029532766786408964
1.184,0.005468131347092599
1.188,0.10796331011203474
1.192,0.31151717283541713
1.196,0.5011224740235588
1.2,0.7371727644268058
1.204,0.8649816700638349
1.208,0.9657559228342251
1.212,0.9676484032806172
1.216,0.8426057244171739
1.22,0.5916085492643902
1.224,0.40518400341156213
1.228,0.278151554223466
1.232,0.06586815937658787
1.236,-0.027579924306043998
1.24,-0.07872467699671795
1.244,-0.1239280880262098
1.248,-0.10542518660791476
1.252,-0.024720538174204866
1.256,-0.008646750131029847
1.26,0.08579046731031927
1.264,0.057648631773207705
1.268,0.08799495925834855
1.272,0.11724177814466222
1.276,0.09656963696486334
1.28,0.083595597839082
1.284,0.191616764778341
1.288,0.08139959912862191
1.292,0.16076225380498937
1.296,0.16787506621346832
1.3,0.12753789647547306
1.304,0.16776292500359985
1.308,0.1223555768092715
1.312,0.1875812214177465
1.316,0.19245060797388225
1.32,0.2609442337233415
1.324,0.1755493110475649
1.328,0.21659935697807414
1.332,0.2956050949892259
1.336,0.27731432324306293
1.34,0.3060435830901863
1.344,0.3311955833715224
1.348,0.2894443663046454
1.352,0.35074291506390715
1.356,0.36033239260556227
1.36,0.3771431615408293
1.364,0.4253811381746426
1.368,0.38628017305559104
1.372,0.4038655445956639
1.376,0.40779552097405897
1.38,0.4350634795615171
1.384,0.4277686864210032
1.388,0.3940397229384665
1.392,0.4367703989374513
1.396,0.45652829725411814
1.4,0.44594242470531564
1.404,0.39412794221841013
1.408,0.4196138684436408
1.412,0.42856380725193527
1.416,0.4187634909321499
1.42,0.34568726718611936
1.424,0.36720759063450603
1.428,0.30515325146388234
1.432,0.35495500557660775
1.436,0.3314579610648667
1.44,0.28392323173387074
1.444,0.22692194882733213
1.448,0.2331345171864449
1.452,0.23173649513777486
1.456,0.23555095974483417
1.46,0.20304731703190843
1.464,0.18670844541277215
1.468,0.13751406779337236
1.472,0.1588708560701292
1.476,0.14784693293057075
1.48,0.15296243070773097
1.484,0.07526845222723669
1.488,0.14069566687770801
1.492,0.09515076291744173
1.496,0.1626610968714401
1.5,0.09713517622775854
1.504,0.06996404914926525
1.508,0.11832955151717703
1.512,0.12832203906153125
1.516,0.10923477655432552
1.52,0.11504682575135243
1.524,0.07265635050380216
1.528,0.11555997808274007
1.532,0.08807782256794842
1.536,0.08728037631063017
1.54,0.13163601427825317
1.544,0.08497773841358
1.548,0.0748943592944236
1.552,0.08997118718194647
1.556,0.07051118779811884
1.56,0.12059118103566391
1.564,0.07612970002133526
1.568,0.08252972986441656
1.572,0.07944702906803788
1.576,0.11385827480553845
1.58,0.07183186917661201
1.584,0.0859289989101057
1.588,0.05765883664255953
1.592,0.1133505849878961
1.596,0.10917116070838907
1.6,0.11477718017939695
1.604,0.091030870664078
1.608,0.0894821046448953
1.612,0.1416937783010212
1.616,0.14182014851358424
1.62,0.16206376802695688
1.624,0.1959638280680514
1.628,0.21361397657964895
1.632,0.23444283896008933
1.636,0.24622570061545349
1.64,0.2485434417856576
1.644,0.2906496239786643
1.648,0.2446319374865526
1.652,0.3217022287678604
1.656,0.2973943942914856
1.66,0.3040724552619909
1.664,0.2851591299730171
1.668,0.305052554465399
1.672,0.30744588385386507
1.676,0.3116529657710675
1.68,0.25921702400426816
1.684,0.24769756890136735
1.688,0.24337523862156238
1.692,0.22499335685598634
1.696,0.23096444453704001
1.7,0.11729395498895648
1.704,0.15105305223632803
1.708,0.09282460594883257
1.712,0.13631651047354382
1.716,0.10781721015574557
1.72,0.14822777038689455
1.724,0.1067606774489236
1.728,0.11481078362179227
1.732,0.08742102034711646
1.736,0.0535825608015678
1.74,0.09327305793765622
1.744,0.03092204168017689
1.748,-0.06728442777816848
1.752,-0.03111023059911823
1.756,-0.01826288633531534
1.76,0.020897332273402878
1.764,0.05841942136221926
1.768,0.13635527251032872
1.772,0.36962983761992807
1.776,0.5329517597619035
1.78,0.73345249837617
1.784,0.8602352690619071
1.788,0.9067591931446091
1.792,0.9074996185144683
1.796,0.7194543994817255
1.8,0.5853681999071961
1.804,0.3406817055606038
1.808,0.09962078701551444
1.812,-0.017405054971383078
1.816,-0.056690592371080886
1.82,-0.08388823787855931
1.824,-0.13636013277999046
1.828,-0.15126062414799255
1.832,-0.06889225352534471
1.836,-0.04695323230575598
1.84,0.02575800302681107
1.844,0.03937355189056462
1.848,0.044725961285679926
1.852,0.0798573849811505
1.856,0.08351857471216528
1.86,0.057451685126713475
1.864,0.10164479814542135
1.868,0.08416104384738622
1.872,0.07742232916889005
1.876,0.09770282185083799
1.88,0.09663488255121579
1.884,0.12495273894827129
1.888,0.10612622259730263
1.892,0.14674225001336674
1.896,0.16303628748985247
1.9,0.11865251619056852
1.904,0.17636473011344
1.908,0.21746192108029863
1.912,0.18122438506653657
1.916,0.2657480626693464
1.92,0.19861598948003
1.924,0.22759330344111448
1.928,0.29965594347274155
1.932,0.2771479679948334
1.936,0.28078342546302204
1.94,0.3501399854966693
1.944,0.2775122262036408
1.948,0.3493683484128536
1.952,0.3666109854346581
1.956,0.32699352741445614
1.96,0.34601301735967743
1.964,0.39433415033785724
1.968,0.3677400490647861
1.972,0.42216249823431395
1.976,0.38320799261499056
1.98,0.4021268953632407
1.984,0.35368180940626454
1.988,0.3280874384742242
1.992,0.37275175186035736
1.996,0.3334493685199762
2.0,0.3349368616976406
2.004,0.2670923587793264
2.008,0.27318826235424715
2.012,0.3031251773862696
2.016,0.26544970490062064
2.02,0.18419527711705003
2.024,0.2229289069988911
2.028,0.2242043972901411
2.032,0.19711785545492555
2.036,0.17709223029155824
2.04,0.11402744511212737
2.044,0.08482220415168153
2.048,0.10901391913402089
2.052,0.07078370974029347
2.056,0.0830907678881372
